CODE,TITLE,Type,CREDITS,SLOT,FACULTY,VENUE
BMAT202L,Probability and Statistics,TH,3,F2+TF2,RAJESH KUMAR MOHAPATRA,AB3-604
BMAT202L,Probability and Statistics,TH,3,F2+TF2,THARASI DILLESWAR,AB3-605
BMAT202L,Probability and Statistics,TH,3,F2+TF2,KRISHNA KUMAR,AB3-606
BMAT202L,Probability and Statistics,TH,3,F2+TF2,SANDIP,AB3-607
BMAT202L,Probability and Statistics,TH,3,F2+TF2,SURATH,AB3-608
BMAT202L,Probability and Statistics,TH,3,F2+TF2,JAGANATHAN B,AB3-609
BMAT202L,Probability and Statistics,TH,3,F2+TF2,AMIT KUMAR RAHUL,AB3-613
BMAT202L,Probability and Statistics,TH,3,F1+TF1,PAVITHRA R,AB3-508
BMAT202L,Probability and Statistics,TH,3,F1+TF1,JAYAGOPAL R,AB3-509
BMAT202L,Probability and Statistics,TH,3,F1+TF1,BALAJI,AB3-513
BMAT202L,Probability and Statistics,TH,3,F1+TF1,THANGARAJ M,AB3-603
BMAT202L,Probability and Statistics,TH,3,F1+TF1,THARASI DILLESWAR,AB3-604
BMAT202L,Probability and Statistics,TH,3,F1+TF1,SANDIP,AB3-605
BMAT202L,Probability and Statistics,TH,3,F1+TF1,SURATH,AB3-606
BMAT202L,Probability and Statistics,TH,3,F1+TF1,JAGANATHAN B,AB3-607
BMAT202L,Probability and Statistics,TH,3,F1+TF1,BERIN GREENI A,AB3-608
BMAT202L,Probability and Statistics,TH,3,F1+TF1,AMIT KUMAR RAHUL,AB3-609
BMAT202L,Probability and Statistics,TH,3,F1+TF1,KRISHNA KUMAR,AB3-613
BMAT202L,Probability and Statistics,TH,3,F1+TF1,MOHANA N,AB3-703
BMAT202L,Probability and Statistics,TH,3,F1+TF1,PULAK KONAR,AB3-704
BMAT202L,Probability and Statistics,TH,3,E1+TE1,RAJESH KUMAR MOHAPATRA,AB1-802
BMAT202L,Probability and Statistics,TH,3,E1+TE1,MYTHILI G Y,AB1-808
BMAT202L,Probability and Statistics,TH,3,E1+TE1,SETHUKUMARASAMY,AB1-809
BMAT202L,Probability and Statistics,TH,3,E2+TE2,THANGARAJ M,AB1-802
BMAT202L,Probability and Statistics,TH,3,E2+TE2,KARTHIK S,AB1-808
BMAT202L,Probability and Statistics,TH,3,E2+TE2,SETHUKUMARASAMY,AB1-809
BMAT202P,Probability and Statistics Lab,LO,1,L7+L8,AMIT KUMAR RAHUL,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L51+L52,AMIT KUMAR RAHUL,AB1-613
BMAT202P,Probability and Statistics Lab,LO,1,L21+L22,BALAJI,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L51+L52,BALAJI,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L31+L32,BERIN GREENI A,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L19+L20,JAGANATHAN B,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L39+L40,JAGANATHAN B,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L37+L38,JAYAGOPAL R,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L7+L8,JAYAGOPAL R,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L15+L16,KARTHIK S,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L21+L22,KRISHNA KUMAR,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L37+L38,KRISHNA KUMAR,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L31+L32,MOHANA N,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L49+L50,PAVITHRA R,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L9+L10,PAVITHRA R,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L37+L38,PULAK KONAR,AB1-613
BMAT202P,Probability and Statistics Lab,LO,1,L13+L14,RAJESH KUMAR MOHAPATRA,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L19+L20,SANDIP,AB1-613
BMAT202P,Probability and Statistics Lab,LO,1,L51+L52,SANDIP,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L25+L26,SURATH,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L49+L50,SURATH,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L43+L44,THANGARAJ M,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L19+L20,THARASI DILLESWAR,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L39+L40,THARASI DILLESWAR,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L11+L12,MYTHILI G Y,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L33+L34,SETHUKUMARASAMY,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L11+L12,SETHUKUMARASAMY,AB1-505A
BMAT202P,Probability and Statistics Lab,LO,1,L23+L24,KARTHIK S,AB1-505
BMAT202P,Probability and Statistics Lab,LO,1,L37+L38,RAJESH KUMAR MOHAPATRA,AB1-606A
BMAT202P,Probability and Statistics Lab,LO,1,L19+L20,THANGARAJ M,AB1-606A
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,THANGARAJ M,AB3-405
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,BERIN GREENI A,AB3-406
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,KALYAN,AB3-407
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,OM NAMHA SHIVAY,AB3-408
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,SANDIP,AB3-409
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,AMIT KUMAR RAHUL,AB3-413
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,SOUMENDU ROY,AB3-503
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,KRITI ARYA,AB3-504
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,JAYAGOPAL R,AB3-505
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,JAGANATHAN B,AB3-506
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,PULAK KONAR,AB3-507
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,PROSENJIT,AB2-407
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,BERIN GREENI A,AB3-406
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,PROSENJIT,AB3-405
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,DHIVYA P,AB3-407
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,SAURABH CHANDRA MAURY,AB3-408
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,ANKIT KUMAR,AB3-409
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,SURATH,AB3-413
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,SANDIP DALUI,AB3-503
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,SANDIP KUMAR DAS,AB3-504
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,SAGITHYA,AB3-505
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,P MOHAN,AB3-506
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,KOMAL KUMAR,AB3-403
BMAT205L,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,MOHIT KUMAR,AB3-404
IACHY101,Environmental Sciences,OC,2,NIL,ARULMANI S,NIL
IACHY102,Engineering Chemistry,ETH,3,G1+TG1,JAYANTA PARUI,AB4-419
IACHY102,Engineering Chemistry,ELA,1,L31+L32,JAYANTA PARUI,AB1-102L
IACHY102,Engineering Chemistry,ETH,3,G1+TG1,ARULMANI S,AB4-501
IACHY102,Engineering Chemistry,ELA,1,L55+L56,ARULMANI S,AB1-102
IACHY102,Engineering Chemistry,ETH,3,G1+TG1,SUNIT KUMAR,AB4-418
IACHY102,Engineering Chemistry,ELA,1,L43+L44,SUNIT KUMAR,AB1-102L
IACHY102,Engineering Chemistry,ETH,3,G2+TG2,SUNIT KUMAR,AB4-418
IACHY102,Engineering Chemistry,ELA,1,L9+L10,SUNIT KUMAR,AB1-102
IACHY102,Engineering Chemistry,ETH,3,G1+TG1,RAJESHKUMAR T,AB4-420
IACHY102,Engineering Chemistry,ELA,1,L55+L56,RAJESHKUMAR T,AB1-102L
IACHY102,Engineering Chemistry,ETH,3,G2+TG2,ACAD FACULTY,AB4-420
IACHY102,Engineering Chemistry,ELA,1,L15+L16,ACAD FACULTY,AB1-102
IAMAT202,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,MOHD IMRAN IDRISI,AB4-502
IAMAT202,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,BHARANIDHARAN R,AB4-503
IAMAT202,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,NAZEER ANSARI,AB4-504
IAMAT202,Discrete Mathematics and Graph Theory,TH,4,C1+TC1+TCC1,POULOMI DE,AB4-505
IAMAT202,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,KARTHICK G,AB4-502
IAMAT202,Discrete Mathematics and Graph Theory,TH,4,C2+TC2+TCC2,ARNAB KAYAL,AB4-504
ICHY102N,Environmental Sciences,OC,2,NIL,VINU MOHAN A M,NIL
IMAT201L,Complex Variables and Linear Algebra,TH,4,C1+TC1+TCC1,MANIMARAN J,MAB3-101
IMAT201L,Complex Variables and Linear Algebra,TH,4,C1+TC1+TCC1,HANNAH GRACE G,MAB3-102
IMAT201L,Complex Variables and Linear Algebra,TH,4,C2+TC2+TCC2,MANIMARAN J,MAB3-101
PCHY698J,Internship I/ Dissertation I,PJT,4,NIL,ACAD FACULTY,NIL
PCHY698J,Internship I/ Dissertation I,PJT,4,NIL,PAT,NIL
PMDS698J,Internship I/ Dissertation I,PJT,4,NIL,ACAD FACULTY,NIL
PMDS698J,Internship I/ Dissertation I,PJT,4,NIL,PAT,NIL
PPHY698J,Internship I/ Dissertation I,PJT,4,NIL,ACAD FACULTY,NIL
PPHY698J,Internship I/ Dissertation I,PJT,4,NIL,PAT,NIL
TCHY140L,Environmental Studies,TH,3,E1+TE1,SUBHAYAN DEY,AB2-605
UMAT201L,Linear Algebra,TH,3,G1+TG1,KARTHIK S,AB3-708
BABIT314,"Food, Nutrition and Health",TH,4,D1+TD1+TDD1,JAYARAMAN G,AB3-405
BABIT314,"Food, Nutrition and Health",TH,4,D2+TD2+TDD2,SIVAKAMAVALLI J,AB3-405
BBIT414L,Bioinspired Design,TH,3,G1+TG1,UNNIKRISHNAN B S,AB3-303
BBIT414L,Bioinspired Design,TH,3,G2+TG2,UNNIKRISHNAN B S,AB3-303
BBIT414L,Bioinspired Design,TH,3,F2+TF2,UNNIKRISHNAN B S,AB3-303
BBIT415L,"Food, Nutrition and Health",TH,3,G1+TG1,YASHAVANTH P R,AB3-304
BBIT415L,"Food, Nutrition and Health",TH,3,G2+TG2,YASHAVANTH P R,AB3-304
BBIT415L,"Food, Nutrition and Health",TH,3,F1+TF1,YASHAVANTH P R,AB3-303
BACLE102,Environmental Engineering,ETH,3,E1+TE1,ANJALI GOPAKUMAR,AB1-709
BACLE102,Environmental Engineering,ELA,1,L49+L50,ANJALI GOPAKUMAR,AB1-703
BACLE102,Environmental Engineering,ELA,1,L37+L38,ANJALI GOPAKUMAR,AB1-703
BACLE104,Waste Management,TH,3,F1+TF1,SENTHILPANDIAN M,AB1-702
BACLE201,Fluid Mechanics and Hydraulic Machines,ETH,3,D1+TD1,GOPIKA RAJAGOPAL,AB1-702
BACLE201,Fluid Mechanics and Hydraulic Machines,ELA,1,L23+L24,GOPIKA RAJAGOPAL,AB2-014
BACLE201,Fluid Mechanics and Hydraulic Machines,ELA,1,L33+L34,GOPIKA RAJAGOPAL,AB2-014
BACLE302,Concrete Technology,ETH,3,C1+TC1,ARUN KUMAR A,AB1-702
BACLE302,Concrete Technology,ELA,1,L43+L44,ARUN KUMAR A,AB2-003
BACLE402,Engineering Geology,TH,4,A1+TA1+TAA1,MOHAN K,AB1-702
BACLE416,Building Information Modelling in Construction,ETH,3,C1+TC1,VASUGI V,AB1-709
BACLE416,Building Information Modelling in Construction,ELA,1,L43+L44,VASUGI V,AB1-703
BACLE422,"Critical Thinking, Design Thinking, Leadership & Teamwork",TH,2,A1,SARAVANAN K,AB1-709
BCLE210L,AI in Civil Engineering,TH,3,E1+TE1,VASUGI K,AB1-708
BCLE211L,Urban Planning and Development,TH,3,F1+TF1,SHANMUGA SUNDARAM,AB1-709
BCLE214L,Global Warming,TH,3,G1+TG1,HELEN SANTHI M,AB2-405
BCLE214L,Global Warming,TH,3,F1+TF1,ARUN KUMAR A,AB1-411
BCLE214L,Global Warming,TH,3,G2+TG2,K PALANIVELU,AB3-313
BCLE215L,Waste Management,TH,3,G2+TG2,SABUMON P C,AB1-611
BCLE215L,Waste Management,TH,3,G1+TG1,KARTHIYAINI S,AB3-313
BCLE215L,Waste Management,TH,3,F2+TF2,SENTHILPANDIAN M,AB2-405
BCLE216L,Water Resource Management,TH,3,G1+TG1,ELAVENIL S,AB3-513
BCLE216L,Water Resource Management,TH,3,F2+TF2,YAMINI SREEVALLI I,AB1-411
BCLE303L,Foundation Engineering,TH,3,G1+TG1,GOPIKA RAJAGOPAL,AB1-708
BCLE304L,Design of Reinforced Concrete Structures,TH,3,A1+TA1,KARTHIKEYAN K,AB1-708
BCLE304P,Reinforced Concrete Structures Lab,LO,1,L31+L32,KARTHIKEYAN K,AB1-514
BCLE305L,Transportation Engineering,TH,3,B1+TB1,VENKADAVARAHAN,AB1-708
BCLE307L,Construction Practices and Management,TH,3,F1+TF1,KARTHIYAINI S,AB1-708
BCLE317E,Building Information Modeling,ETH,1,TC1,SENTHILPANDIAN M,AB1-708
BCLE317E,Building Information Modeling,ELA,1,L37+L38,SENTHILPANDIAN M,AB1-514
BCLE497J,Project - I,PJT,3,NIL,ACAD FACULTY,NIL
BCLE497J,Project - I,PJT,3,NIL,PAT,NIL
ICLE498J,Project I,PJT,14,NIL,ACAD FACULTY,NIL
ICLE498J,Project I,PJT,14,NIL,PAT,NIL
MASTE698,Internship I/ Dissertation I,PJT,10,NIL,ACAD FACULTY,NIL
MASTE698,Internship I/ Dissertation I,PJT,10,NIL,PAT,NIL
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L19+L20,ANGELINE EZHILARASI G,AB1-607
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L49+L50,ANUSOOYA G,AB1-506A
BACSE102,Problem Solving Using Java,LO,2,L9+L10+L27+L28,ANUSOOYA G,AB3-511
BACSE102,Problem Solving Using Java,LO,2,L51+L52+L55+L56,JANAKI MEENA M,AB3-511
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L19+L20,PRADEEP K,AB3-511
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L49+L50,RADHA R,AB3-202
BACSE102,Problem Solving Using Java,LO,2,L51+L52+L55+L56,INDRA PRIYADHARSHINI,AB3-602
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L9+L10,INDRA PRIYADHARSHINI,AB1-208
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L49+L50,JOSHAN,AB3 - 412
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L49+L50,MANSOOR HUSSAIN D,AB3-511
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L27+L28,MANSOOR HUSSAIN D,AB1-313
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L49+L50,DINAKARAN M,AB3-612
BACSE102,Problem Solving Using Java,LO,2,L9+L10+L19+L20,DOMINIC SAVIO M,AB3 - 402
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L49+L50,PALANI THANARAJ K,AB3 - 402
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L9+L10,PALANI THANARAJ K,AB1-209
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L9+L10,SENTHIL PRAKASH P N,AB1-210
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L19+L20,KANNIGA DEVI R,AB3-612
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L27+L28,KARTHIKEYAN N,AB3-602
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L49+L50,KABILAN K,AB3-611
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L27+L28,SARAVANAN P,AB3-611
BACSE102,Problem Solving Using Java,LO,2,L9+L10+L19+L20,SARAVANAN P,AB3 - 412
BACSE102,Problem Solving Using Java,LO,2,L45+L46+L51+L52,MARIMUTHU M,AB3-410
BACSE102,Problem Solving Using Java,LO,2,L51+L52+L55+L56,LEKSHMI K,AB3-612
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L9+L10,LEKSHMI K,AB3-310
BACSE102,Problem Solving Using Java,LO,2,L1+L2+L9+L10,JAI VINITA L,AB1-605B
BACSE102,Problem Solving Using Java,LO,2,L51+L52+L55+L56,SRINIVASAN B,AB3-611
BACSE102,Problem Solving Using Java,LO,2,L37+L38+L43+L44,PRADEEP K V,AB3-612
BACSE102,Problem Solving Using Java,LO,2,L13+L14+L25+L26,PRADEEP K V,AB1-313
BACSE102,Problem Solving Using Java,LO,2,L7+L8+L15+L16,JANAKI MEENA M,AB3-302
BACSE102,Problem Solving Using Java,LO,2,L13+L14+L25+L26,VIJAYAKUMAR K P,AB3 - 412
BACSE102,Problem Solving Using Java,LO,2,L5+L6+L37+L38,VIJAYAKUMAR K P,AB3-511
BACSE102,Problem Solving Using Java,LO,2,L13+L14+L25+L26,RADHA R,AB3-511
BACSE102,Problem Solving Using Java,LO,2,L13+L14+L27+L28,SHERLY A,AB3-612
BACSE102,Problem Solving Using Java,LO,2,L39+L40+L55+L56,SHERLY A,AB3-202
BACSE102,Problem Solving Using Java,LO,2,L13+L14+L25+L26,JOSHAN,AB3-611
BACSE102,Problem Solving Using Java,LO,2,L45+L46+L57+L58,DINAKARAN M,AB3-202
BACSE102,Problem Solving Using Java,LO,2,L39+L40+L57+L58,DOMINIC SAVIO M,AB3-611
BACSE102,Problem Solving Using Java,LO,2,L45+L46+L57+L58,S JAHANGEER SIDIQ,AB3 - 412
BACSE102,Problem Solving Using Java,LO,2,L7+L8+L15+L16,S JAHANGEER SIDIQ,AB3-511
BACSE102,Problem Solving Using Java,LO,2,L5+L6+L37+L38,SENTHIL PRAKASH P N,AB3-611
BACSE102,Problem Solving Using Java,LO,2,L37+L38+L43+L44,KANNIGA DEVI R,AB3-311
BACSE102,Problem Solving Using Java,LO,2,L39+L40+L55+L56,KARTHIKEYAN N,AB3 - 412
BACSE102,Problem Solving Using Java,LO,2,L45+L46+L57+L58,KABILAN K,AB3-302
BACSE102,Problem Solving Using Java,LO,2,L7+L8+L13+L14,SIVAKAMI R,AB3-410
BACSE102,Problem Solving Using Java,LO,2,L5+L6+L21+L22,SIVAKAMI R,AB3-612
BACSE102,Problem Solving Using Java,LO,2,L39+L40+L55+L56,DHAVAKUMAR P,AB3-302
BACSE102,Problem Solving Using Java,LO,2,L5+L6+L19+L20,DHAVAKUMAR P,AB3-410
BACSE102,Problem Solving Using Java,LO,2,L39+L40+L55+L56,MARIMUTHU M,AB3 - 402
BACSE102,Problem Solving Using Java,LO,2,L45+L46+L57+L58,JAI VINITA L,AB3 - 402
BACSE102,Problem Solving Using Java,LO,2,L5+L6+L13+L14,SRINIVASAN B,AB3-602
BACSE102,Problem Solving Using Java,LO,2,L31+L32+L37+L38,SHEENA CHRISTABEL PRAVIN,AB1-607B
BACSE102,Problem Solving Using Java,LO,2,L3+L4+L15+L16,SHEENA CHRISTABEL PRAVIN,AB1-607B
BACSE102,Problem Solving Using Java,LO,2,L39+L40+L57+L58,KIRUTHIKA,AB1-607B
BACSE102,Problem Solving Using Java,LO,2,L5+L6+L43+L44,KIRUTHIKA,AB1-607B
BACSE102,Problem Solving Using Java,LO,2,L13+L14+L27+L28,KIRUTHIKA,AB1-607B
BACSE102,Problem Solving Using Java,LO,2,L11+L12+L23+L24,CHENDUR KUMARAN R,AB1-603A
BACSE103,Computation Structures,ETH,3,G1+TG1,NITHYA DARISINI P S,AB3-207
BACSE103,Computation Structures,ELA,1,L43+L44,NITHYA DARISINI P S,AB1-207
BACSE103,Computation Structures,ETH,3,C2+TC2,NIVEDITA M,AB3-613
BACSE103,Computation Structures,ELA,1,L5+L6,NIVEDITA M,AB1-207
BACSE105,Data Structures and Algorithms,ELA,1,L31+L32,ANGELINE EZHILARASI G,AB1-603A
BACSE105,Data Structures and Algorithms,ETH,3,C1+TC1,ANGELINE EZHILARASI G,AB2-406
BACSE105,Data Structures and Algorithms,ETH,3,C2+TC2,CHENDUR KUMARAN R,AB2-406
BACSE105,Data Structures and Algorithms,ELA,1,L25+L26,CHENDUR KUMARAN R,AB1-607
BACSE105,Data Structures and Algorithms,ETH,3,F1+TF1,MERCY RAJASELVI BEAULAH P,AB1-609
BACSE105,Data Structures and Algorithms,ETH,3,F1+TF1,SANTHI V,AB1-608
BACSE105,Data Structures and Algorithms,ETH,3,F1+TF1,ANANDAN P,AB1-610
BACSE105,Data Structures and Algorithms,ELA,1,L51+L52,SANTHI V,AB1-607B
BACSE105,Data Structures and Algorithms,ELA,1,L49+L50,ANANDAN P,AB1-607B
BACSE105,Data Structures and Algorithms,ETH,3,F2+TF2,SANTHI V,AB1-608
BACSE105,Data Structures and Algorithms,ETH,3,F2+TF2,POONKODI,AB1-609
BACSE105,Data Structures and Algorithms,ELA,1,L9+L10,SANTHI V,AB1-607B
BACSE105,Data Structures and Algorithms,ELA,1,L7+L8,POONKODI,AB4-411
BACSE105,Data Structures and Algorithms,ELA,1,L11+L12,MERCY RAJASELVI BEAULAH P,AB1-607B
BACSE106,Operating Systems,ETH,3,E1+TE1,SIVAGAMI M,AB3-204
BACSE106,Operating Systems,ETH,3,E2+TE2,SIVAGAMI M,AB3-107
BACSE106,Operating Systems,ELA,1,L43+L44,SIVAGAMI M,AB3-202
BACSE106,Operating Systems,ETH,3,E1+TE1,THOMAS ABRAHAM J V,AB3-103
BACSE106,Operating Systems,ETH,3,E1+TE1,RABINDRA KUMAR SINGH,AB3-104
BACSE106,Operating Systems,ETH,3,E2+TE2,RABINDRA KUMAR SINGH,AB3-204
BACSE106,Operating Systems,ETH,3,E1+TE1,SHOLA USHA RANI,AB3-106
BACSE106,Operating Systems,ELA,1,L33+L34,SHOLA USHA RANI,AB3-202
BACSE106,Operating Systems,ETH,3,E1+TE1,RAJALAKSHMI R,AB3-203
BACSE106,Operating Systems,ELA,1,L43+L44,RAJALAKSHMI R,AB3 - 402
BACSE106,Operating Systems,ETH,3,E1+TE1,V. MUTHUMANIKANDAN,AB3-107
BACSE106,Operating Systems,ELA,1,L43+L44,V. MUTHUMANIKANDAN,AB3 - 412
BACSE106,Operating Systems,ETH,3,E2+TE2,SK AYESHA,AB3-108
BACSE106,Operating Systems,ETH,3,E1+TE1,MENAKA PUSHPA A,AB3-108
BACSE106,Operating Systems,ETH,3,E2+TE2,SANDEEP KUMAR SATAPATHY,AB3-205
BACSE106,Operating Systems,ETH,3,E2+TE2,SUDHA,AB3-106
BACSE106,Operating Systems,ELA,1,L13+L14,SUDHA,AB1-311
BACSE106,Operating Systems,ETH,3,E2+TE2,MERCY RAJASELVI BEAULAH P,AB3-103
BACSE106,Operating Systems,ETH,3,E1+TE1,S A AMUTHA JEEVAKUMARI,AB3-205
BACSE106,Operating Systems,ETH,3,E2+TE2,S A AMUTHA JEEVAKUMARI,AB3-105
BACSE106,Operating Systems,ELA,1,L13+L14,S A AMUTHA JEEVAKUMARI,AB3 - 402
BACSE106,Operating Systems,ETH,3,E1+TE1,MONICA,AB3-206
BACSE106,Operating Systems,ETH,3,E2+TE2,RAJAKUMAR R,AB3-104
BACSE106,Operating Systems,ETH,3,E1+TE1,SANKARI M,AB3-105
BACSE106,Operating Systems,ELA,1,L33+L34,SANKARI M,AB3 - 412
BACSE106,Operating Systems,ETH,3,E1+TE1,RAVICHANDRAN M,AB3-109
BACSE106,Operating Systems,ELA,1,L33+L34,RAVICHANDRAN M,AB3-511
BACSE106,Operating Systems,ETH,3,C1+TC1,RENUKA DEVI S,AB3-307
BACSE106,Operating Systems,ETH,3,C1+TC1,MARY SHAMALA L,AB3-308
BACSE106,Operating Systems,ETH,3,C1+TC1,T RAJA SREE,AB3-309
BACSE106,Operating Systems,ETH,3,C1+TC1,VATCHALA S,AB3-208
BACSE106,Operating Systems,ETH,3,C1+TC1,SUGANYA R,AB3-209
BACSE106,Operating Systems,ETH,3,C1+TC1,RAJESH R,AB3-211
BACSE106,Operating Systems,ETH,3,C2+TC2,RAJESH R,AB3-306
BACSE106,Operating Systems,ETH,3,C1+TC1,ANUBHA PEARLINE S,AB3-303
BACSE106,Operating Systems,ETH,3,C1+TC1,AVUTHU AVINASH REDDY,AB3-304
BACSE106,Operating Systems,ETH,3,C2+TC2,AVUTHU AVINASH REDDY,AB3-307
BACSE106,Operating Systems,ETH,3,C1+TC1,PADMANABAN R,AB3-305
BACSE106,Operating Systems,ETH,3,C2+TC2,PADMANABAN R,AB3-305
BACSE106,Operating Systems,ETH,3,C1+TC1,SREEJA P S,AB3-404
BACSE106,Operating Systems,ETH,3,C1+TC1,SAMBATH M,AB3-306
BACSE106,Operating Systems,ETH,3,C2+TC2,SAMBATH M,AB3-309
BACSE106,Operating Systems,ETH,3,C1+TC1,LINDA JOSEPH,AB3-313
BACSE106,Operating Systems,ETH,3,C2+TC2,LINDA JOSEPH,AB3-313
BACSE106,Operating Systems,ETH,3,C1+TC1,SRIMATHI C,AB3-403
BACSE106,Operating Systems,ETH,3,C2+TC2,SRIMATHI C,AB3-507
BACSE106,Operating Systems,ELA,1,L5+L6,RENUKA DEVI S,AB1-208
BACSE106,Operating Systems,ETH,3,C1+TC1,LOGESH R,AB1-609
BACSE106,Operating Systems,ETH,3,C1+TC1,SUDHAKARAN,AB1-610
BACSE106,Operating Systems,ELA,1,L5+L6,LOGESH R,AB4-407
BACSE106,Operating Systems,ELA,1,L33+L34,SUDHAKARAN,AB4-407
BACSE106,Operating Systems,ETH,3,C2+TC2,SUGANTHI K,AB1-608
BACSE106,Operating Systems,ELA,1,L1+L2,SUGANTHI K,AB4-407
BACSE106,Operating Systems,ETH,3,C2+TC2,SUDHAKARAN,AB1-609
BACSE106,Operating Systems,ELA,1,L21+L22,SUDHAKARAN,AB4-407
BACSE106,Operating Systems,ETH,3,E1+TE1,SHYAMALA L,AB3-207
BACSE106,Operating Systems,ETH,3,E2+TE2,SHOLA USHA RANI,AB3-203
BACSE106,Operating Systems,ETH,3,E2+TE2,MENAKA PUSHPA A,AB3-208
BACSE106,Operating Systems,ETH,3,E2+TE2,MONICA,AB3-207
BACSE106,Operating Systems,ETH,3,E2+TE2,SANKARI M,AB3-109
BACSE106,Operating Systems,ETH,3,E2+TE2,RAVICHANDRAN M,AB3-206
BACSE106,Operating Systems,ETH,3,C2+TC2,SANGEETHA N,AB3-308
BACSE106,Operating Systems,ETH,3,C2+TC2,MARY SHAMALA L,AB3-303
BACSE106,Operating Systems,ETH,3,C2+TC2,T RAJA SREE,AB3-304
BACSE106,Operating Systems,ETH,3,C2+TC2,VATCHALA S,AB3-209
BACSE106,Operating Systems,ETH,3,C1+TC1,KARTHIK R,AB1-608
